# ----------------------------------------
# 1 Master View
# User Explorer
# 20160801-20170801
# ----------------------------------------

Client Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
246280745.1470432732,18,00:02:14,22.22%,$183.96,2,55.56%
386364097.1487387814,6,00:11:16,0.00%,$183.82,4,266.67%
469784521.1477604469,8,00:02:44,0.00%,$182.98,2,100.00%
788495278.1481801058,4,00:18:24,50.00%,$182.52,2,150.00%
98166292.1498480433,4,00:13:19,0.00%,$182.41,2,300.00%
715080719.1487095871,10,00:11:01,20.00%,$182.35,2,180.00%
952629966.1473203884,8,00:06:20,25.00%,$182.33,2,125.00%
551248765.1475108520,8,00:10:06,0.00%,$181.74,2,125.00%
100940159.1470599043,2,00:26:07,0.00%,$181.11,2,400.00%
20116027.1500475957,2,01:15:12,0.00%,$181.07,2,400.00%
63315926.1475246060,2,00:04:38,0.00%,$181.01,2,300.00%
208899600.1498511462,4,00:31:31,0.00%,$180.97,2,300.00%
609733498.1495150838,4,00:15:15,0.00%,$180.97,2,150.00%
691620631.1487729198,6,00:11:11,0.00%,$180.93,4,300.00%
163843555.1474239131,6,00:11:57,33.33%,$180.91,2,233.33%
203316373.1496172036,14,00:07:19,0.00%,$180.87,2,57.14%
401366025.1488692989,6,00:07:05,0.00%,$180.71,4,233.33%
655253680.1481568980,2,00:06:23,0.00%,$180.62,2,300.00%
404480199.1473353252,8,00:07:17,25.00%,$180.56,2,175.00%
78320773.1472512282,8,00:15:15,0.00%,$180.56,2,175.00%
1080927452.1465836476,14,00:10:27,14.29%,$180.40,4,142.86%
915105491.1495764481,24,00:01:44,66.67%,$179.79,2,33.33%
368256809.1472952751,6,00:39:08,0.00%,$179.77,2,100.00%
433362242.1458837345,18,00:08:31,11.11%,$179.71,2,100.00%
62573421.1498071751,14,00:04:58,0.00%,$179.67,2,85.71%
552808446.1471296775,2,00:06:09,0.00%,$179.61,2,300.00%
939670198.1499797495,8,00:05:24,25.00%,$179.51,2,125.00%
92252298.1479952413,6,00:16:45,0.00%,$179.38,2,200.00%
724680584.1497099133,2,00:19:38,0.00%,$179.36,2,300.00%
834957652.1475610897,8,00:08:36,0.00%,$179.34,2,125.00%
766535084.1495475146,4,00:08:26,0.00%,$179.26,2,200.00%
821381322.1479488155,6,00:08:10,33.33%,$178.98,2,100.00%
31102331.1497118062,6,00:18:23,0.00%,$178.96,4,266.67%
462741699.1478176880,2,00:56:34,0.00%,$178.90,2,300.00%
290665232.1471888360,24,00:02:03,0.00%,$178.79,2,66.67%
65840733.1500741459,2,00:19:37,0.00%,$178.55,2,300.00%
896345483.1493161901,16,00:19:02,50.00%,$178.43,2,75.00%
79465140.1494479363,10,00:11:04,0.00%,$178.31,2,100.00%
615861829.1494383771,4,00:11:25,0.00%,$178.25,2,150.00%
652341887.1500478312,10,00:09:26,20.00%,$177.98,2,80.00%
22219471.1480956970,16,00:02:44,25.00%,$177.82,4,87.50%
806274462.1480092178,4,00:06:56,0.00%,$177.82,2,200.00%
929931499.1481162988,2,00:31:58,0.00%,$177.80,2,400.00%
431586710.1482723868,2,00:28:25,0.00%,$177.76,2,400.00%
782431917.1494425507,4,00:05:33,0.00%,$177.76,2,150.00%
688765085.1482276791,20,00:06:04,20.00%,$177.66,6,120.00%
280304353.1494364316,8,00:03:32,25.00%,$177.25,2,75.00%
1014522348.1447613731,8,00:09:35,0.00%,$177.11,4,225.00%
558166765.1482751505,12,00:10:53,33.33%,$177.07,2,66.67%
826417692.1500681774,6,00:07:54,0.00%,$177.05,2,133.33%
268997281.1481479965,6,00:15:35,33.33%,$177.03,2,166.67%
403588417.1480610403,2,00:13:28,0.00%,$177.03,2,200.00%
40715236.1483640146,8,00:07:50,25.00%,$176.99,2,75.00%
306704535.1476569936,28,00:09:50,14.29%,$176.96,2,78.57%
458464849.1501170467,4,00:12:28,0.00%,$176.50,2,150.00%
867975596.1497551564,2,00:05:57,0.00%,$176.36,2,300.00%
1002532344.1481070365,4,00:04:25,0.00%,$176.27,4,350.00%
1013830297.1489065110,2,00:04:19,0.00%,$176.27,2,400.00%
128017443.1489533193,4,00:14:14,0.00%,$176.27,2,200.00%
149388762.1430152074,2,00:17:56,0.00%,$176.27,4,400.00%
328084258.1481581510,2,00:09:16,0.00%,$176.27,2,400.00%
33986658.1474332586,4,00:09:22,0.00%,$176.27,2,200.00%
611675177.1445194244,20,00:09:04,20.00%,$176.27,4,100.00%
1060615348.1496688500,8,00:06:04,25.00%,$176.23,2,125.00%
21901185.1478710537,6,00:04:29,33.33%,$176.21,2,133.33%
429497857.1482123132,4,00:25:12,50.00%,$176.05,2,150.00%
807891312.1469945292,4,00:09:20,0.00%,$175.75,2,150.00%
182896602.1476978454,4,00:10:09,0.00%,$175.09,2,150.00%
259988823.1496182451,6,00:16:49,0.00%,$175.09,4,266.67%
971084857.1479780293,16,00:02:16,25.00%,$175.07,2,50.00%
87090921.1494378730,10,00:05:02,20.00%,$175.03,2,80.00%
511209869.1489200367,4,00:13:33,0.00%,$175.01,2,350.00%
725956307.1476933503,2,00:26:48,0.00%,$174.93,2,500.00%
665942765.1480609545,2,00:36:56,0.00%,$174.61,2,400.00%
811159633.1491529280,2,00:21:49,0.00%,$174.46,2,400.00%
75560116.1478382034,2,00:05:26,0.00%,$174.08,2,400.00%
740499520.1487829283,8,00:11:39,0.00%,$173.81,2,150.00%
136653205.1470980114,8,00:05:00,0.00%,$173.26,2,150.00%
242133647.1473880638,2,00:05:39,0.00%,$173.24,2,300.00%
402863592.1481567970,16,00:04:20,37.50%,$173.14,2,100.00%
474253203.1470838904,4,00:02:26,0.00%,$173.14,2,200.00%
699365836.1477412826,14,00:08:04,14.29%,$173.14,2,71.43%
731645077.1483559248,6,00:02:49,33.33%,$173.14,2,133.33%
471224876.1489709492,10,00:02:40,0.00%,$173.10,2,100.00%
486492568.1487276110,8,00:07:08,25.00%,$173.10,2,100.00%
968273628.1481903872,2,00:10:22,0.00%,$173.10,2,500.00%
751712295.1490390140,12,00:02:13,0.00%,$173.06,2,100.00%
134842112.1477084231,2,00:38:15,0.00%,$173.00,2,500.00%
890480972.1469433609,37,00:11:38,0.00%,$172.86,6,100.00%
1091800938.1500527108,2,00:31:27,0.00%,$172.25,2,400.00%
1138247173.1493745144,4,00:18:50,0.00%,$172.17,2,250.00%
843095189.1493147634,6,00:04:44,33.33%,$172.17,2,133.33%
419468669.1499966251,2,00:27:11,0.00%,$172.06,2,400.00%
962349506.1492450100,4,00:06:16,0.00%,$172.02,2,250.00%
338793582.1493502976,8,00:10:45,0.00%,$172.00,2,125.00%
728519427.1491245513,6,00:16:47,0.00%,$171.58,2,133.33%
50822048.1493481229,10,00:03:40,40.00%,$171.54,2,120.00%
200463204.1477394084,2,00:10:44,0.00%,$171.48,2,400.00%
923513404.1482112425,10,00:07:31,0.00%,$171.43,2,80.00%
833728601.1492520615,10,00:14:16,0.00%,$171.15,2,120.00%
418037204.1488831950,2,00:07:51,0.00%,$171.13,2,400.00%
42535388.1470810481,2,00:12:44,0.00%,$171.03,2,400.00%
159675401.1492013047,12,00:03:47,0.00%,$170.93,2,66.67%
718059711.1493968214,2,00:12:46,0.00%,$170.70,2,300.00%
971500513.1480103677,14,00:12:35,42.86%,$170.68,2,128.57%
1041781245.1472070241,4,00:02:43,0.00%,$170.19,2,150.00%
184273416.1470859382,4,00:17:41,0.00%,$170.19,2,200.00%
388618269.1469460993,8,00:06:45,0.00%,$170.19,2,175.00%
397993120.1484339980,2,00:20:07,0.00%,$169.97,2,400.00%
992002987.1489457053,6,00:09:53,0.00%,$169.97,2,200.00%
880807328.1481945367,6,00:09:04,0.00%,$169.95,2,200.00%
286427391.1476747845,4,00:10:06,0.00%,$169.87,2,250.00%
124736980.1493827735,18,00:10:25,11.11%,$169.65,2,33.33%
620407610.1477952853,6,00:06:32,0.00%,$169.60,2,200.00%
1028954637.1480462167,4,00:04:32,0.00%,$169.18,2,250.00%
706560902.1483515177,10,00:12:47,40.00%,$169.18,2,60.00%
272281805.1489030693,4,00:08:37,0.00%,$169.16,2,250.00%
763521207.1493063900,2,00:30:08,0.00%,$169.14,2,400.00%
657290253.1474318305,8,00:16:55,25.00%,$169.12,2,250.00%
595315231.1481822164,6,00:17:39,0.00%,$169.08,4,366.67%
887198437.1490817785,4,00:30:56,0.00%,$169.08,2,200.00%
431766601.1501437710,2,00:26:59,0.00%,$169.01,2,400.00%
768768474.1491609627,6,00:08:56,0.00%,$168.79,2,200.00%
779509234.1473810530,4,00:06:44,0.00%,$168.61,2,200.00%
1002412828.1484002402,16,00:05:03,12.50%,$168.55,4,112.50%
197149362.1474894259,18,00:04:36,0.00%,$168.36,2,111.11%
237031922.1499894755,6,00:15:04,0.00%,$168.36,4,266.67%
86995674.1481650551,8,00:02:51,0.00%,$168.32,2,100.00%
917168526.1477099326,16,00:06:57,12.50%,$168.32,4,150.00%
613024053.1476898435,10,00:14:57,0.00%,$168.28,2,160.00%
546197969.1500046492,10,00:03:15,80.00%,$168.18,2,100.00%
274722485.1481073231,6,00:05:18,0.00%,$167.22,2,200.00%
228252990.1486386892,4,00:07:34,0.00%,$167.20,2,150.00%
732848581.1469859670,2,00:17:11,0.00%,$167.20,2,500.00%
342050587.1486496693,2,00:17:38,0.00%,$167.18,2,300.00%
604541872.1482989209,4,00:08:25,50.00%,$167.14,2,200.00%
521954501.1484719843,2,00:20:32,0.00%,$167.10,2,200.00%
568120912.1480365801,6,00:18:23,33.33%,$167.10,2,166.67%
305452478.1471906076,2,00:12:52,0.00%,$166.78,2,200.00%
737972915.1497892578,8,00:16:15,0.00%,$166.76,8,250.00%
543570039.1500440584,4,00:06:12,50.00%,$166.62,2,200.00%
623918845.1497506334,6,00:07:47,0.00%,$166.45,2,133.33%
521217894.1496346322,2,00:51:16,0.00%,$166.33,2,400.00%
543300015.1494982320,8,00:08:27,0.00%,$166.33,2,150.00%
552302322.1470590797,2,00:08:44,0.00%,$166.19,2,300.00%
924414061.1485210885,6,00:17:13,0.00%,$166.05,4,233.33%
16165290.1484594477,14,00:08:01,0.00%,$165.90,2,128.57%
626605570.1469554894,4,00:12:50,0.00%,$165.74,2,200.00%
160471223.1490403362,10,00:05:51,0.00%,$165.27,2,80.00%
506260662.1476306393,6,00:03:57,0.00%,$165.27,2,133.33%
809830677.1500335952,6,00:04:12,0.00%,$165.27,2,133.33%
143729135.1488908598,6,00:01:54,0.00%,$165.25,2,100.00%
326934168.1471387467,10,00:09:26,0.00%,$165.25,2,120.00%
636229942.1482262886,10,00:05:09,0.00%,$165.25,4,80.00%
856676474.1496327999,8,00:02:41,0.00%,$165.25,2,75.00%
68111523.1480711177,2,00:17:50,0.00%,$165.21,2,500.00%
774422559.1489000002,4,00:11:43,0.00%,$165.21,2,150.00%
837379286.1493750518,4,00:06:47,0.00%,$165.21,2,200.00%
332191075.1482168009,8,00:22:24,0.00%,$165.19,2,175.00%
623013815.1489422582,4,00:21:52,0.00%,$165.19,2,250.00%
543812992.1500124793,10,00:18:44,0.00%,$165.05,2,80.00%
659855661.1487349082,4,00:16:20,0.00%,$165.01,2,200.00%
264556408.1477952265,6,00:03:46,0.00%,$164.99,2,133.33%
406360147.1471629408,6,00:15:52,33.33%,$164.99,2,133.33%
470177263.1495781136,22,00:11:27,27.27%,$164.68,2,72.73%
688293796.1471810053,26,00:03:55,76.92%,$164.66,4,46.15%
750589727.1468441788,4,00:27:13,0.00%,$164.58,6,400.00%
89110678.1486071338,10,00:09:09,20.00%,$164.48,6,180.00%
149268689.1492463148,6,00:10:47,0.00%,$164.40,2,133.33%
5174640.1495759746,10,00:08:25,0.00%,$164.40,2,140.00%
1087822373.1471894217,4,00:29:19,50.00%,$164.30,2,150.00%
467597589.1469060600,4,00:10:49,0.00%,$164.15,4,350.00%
513214453.1495118175,2,00:18:59,0.00%,$163.97,2,400.00%
630432609.1469374777,8,00:17:58,0.00%,$163.97,2,175.00%
238909829.1485751253,8,00:07:31,25.00%,$163.89,2,125.00%
28652750.1494948239,10,00:07:57,0.00%,$163.65,4,140.00%
603896661.1477842645,6,00:14:05,0.00%,$163.59,2,266.67%
849721821.1490844769,2,01:09:54,0.00%,$163.28,2,300.00%
273184090.1482255923,8,00:12:27,0.00%,$163.26,2,125.00%
1054683152.1485730053,2,00:07:03,0.00%,$163.24,2,300.00%
764411824.1480630080,6,00:39:29,0.00%,$163.24,2,233.33%
111930398.1484624243,4,00:30:27,0.00%,$163.16,2,300.00%
897227085.1478394772,26,00:06:42,0.00%,$162.96,2,46.15%
427977041.1481777594,4,00:12:04,0.00%,$162.87,2,200.00%
219822570.1485535858,14,00:07:52,0.00%,$162.83,4,114.29%
619141218.1471982319,4,00:29:19,0.00%,$162.73,2,200.00%
960646175.1471395087,10,00:12:16,0.00%,$162.73,6,220.00%
550985010.1469643140,2,00:12:25,0.00%,$162.22,2,400.00%
402198199.1490973218,4,00:34:40,0.00%,$162.08,2,250.00%
965834567.1484378769,24,00:06:43,16.67%,$162.04,6,116.67%
873010629.1476909450,12,00:03:58,0.00%,$162.02,2,83.33%
39945483.1500670005,20,00:11:17,20.00%,$161.57,2,110.00%
986745488.1481251602,2,00:17:53,0.00%,$161.15,2,300.00%
490621969.1476453498,24,00:02:37,8.33%,$160.49,8,137.50%
81442716.1490831610,18,00:14:25,0.00%,$160.49,4,172.22%
6416308.1497044126,14,00:04:05,42.86%,$160.45,2,57.14%
684799815.1488507258,4,00:15:53,0.00%,$160.45,2,200.00%
850955954.1448682174,2,00:04:14,0.00%,$160.45,2,300.00%
395866314.1491509388,8,00:14:31,25.00%,$160.39,4,200.00%
903622477.1472147764,14,00:05:40,42.86%,$160.37,2,71.43%
86579058.1468808793,4,00:18:00,0.00%,$160.35,2,150.00%
641635174.1500941819,10,00:14:48,20.00%,$160.31,2,100.00%
24903390.1475145866,2,00:08:37,0.00%,$160.21,2,300.00%
933604321.1476802615,4,00:15:11,0.00%,$160.11,4,200.00%
480240214.1490717807,18,00:06:45,66.67%,$160.09,2,88.89%
860078660.1492646466,4,00:05:54,0.00%,$159.76,2,250.00%
95015771.1496854740,2,00:26:09,0.00%,$159.38,4,500.00%
1019016238.1480965475,2,00:20:18,0.00%,$159.30,2,300.00%
828501952.1477276447,2,00:19:28,0.00%,$159.30,2,300.00%
1020245137.1493166634,2,00:22:10,0.00%,$159.29,2,400.00%
550524644.1480918675,2,00:05:45,0.00%,$159.23,2,400.00%
296098868.1492799627,10,00:10:31,20.00%,$159.21,4,120.00%
943930945.1498587868,6,00:06:32,33.33%,$159.07,2,166.67%
807035106.1501122276,6,00:05:09,0.00%,$158.95,2,100.00%
955120240.1445569326,8,00:23:59,0.00%,$158.83,2,175.00%
395966064.1497309264,4,00:06:35,0.00%,$158.71,2,200.00%
156679234.1492647071,4,00:04:00,0.00%,$158.66,2,200.00%
282923731.1469471365,4,00:08:48,50.00%,$158.42,2,200.00%
199703195.1495473513,6,00:22:57,33.33%,$158.36,2,200.00%
216537614.1480800501,2,00:09:49,0.00%,$158.34,2,400.00%
45711575.1498149024,2,00:12:48,0.00%,$158.28,2,400.00%
932622327.1494953040,4,00:10:01,0.00%,$157.97,2,200.00%
406768855.1497205720,4,00:14:11,0.00%,$157.93,2,200.00%
1059125393.1499732566,8,00:11:28,25.00%,$157.77,2,150.00%
1020575898.1478653217,2,00:22:06,0.00%,$157.40,2,400.00%
245370180.1481245032,6,00:04:03,0.00%,$157.40,2,133.33%
249348544.1481214441,6,00:06:17,0.00%,$157.40,2,200.00%
266365351.1482363043,6,00:07:16,0.00%,$157.40,2,200.00%
314646703.1478204833,10,00:07:31,0.00%,$157.40,2,160.00%
326188850.1497067257,6,00:34:40,0.00%,$157.40,2,166.67%
357551092.1470323538,61,00:08:15,0.00%,$157.40,2,80.33%
394734858.1485222531,12,00:06:20,16.67%,$157.40,2,66.67%
400006141.1501089469,4,00:14:12,0.00%,$157.40,2,200.00%
509720644.1487370763,2,00:08:59,0.00%,$157.40,2,400.00%
518159934.1485814120,4,00:06:18,50.00%,$157.40,2,250.00%
530897331.1500346435,4,00:15:10,0.00%,$157.40,2,250.00%
576909688.1498656198,4,00:07:10,0.00%,$157.40,2,200.00%
577565446.1481339358,6,00:09:21,0.00%,$157.40,2,166.67%
585058814.1497048355,8,00:08:59,0.00%,$157.40,2,175.00%
627934125.1500063050,2,00:05:26,0.00%,$157.40,2,300.00%
662328135.1493860595,8,00:08:42,25.00%,$157.40,2,150.00%
720639574.1481230394,10,00:06:31,0.00%,$157.40,2,60.00%
72818980.1482109219,12,00:06:18,0.00%,$157.40,2,216.67%
787253831.1491871664,8,00:08:18,0.00%,$157.40,2,225.00%
789545972.1492022690,12,00:04:59,33.33%,$157.40,2,100.00%
813653381.1500066186,2,00:06:01,0.00%,$157.40,2,300.00%
815187869.1481659739,12,00:05:02,0.00%,$157.40,2,100.00%
92915445.1486927766,4,00:10:27,0.00%,$157.40,2,250.00%
956897118.1485720808,10,00:07:56,0.00%,$157.40,2,100.00%
998462380.1474554744,16,00:03:50,50.00%,$157.40,2,100.00%
30841651.1485369774,6,00:06:52,33.33%,$157.38,2,133.33%
432833171.1474403759,4,00:08:53,0.00%,$157.38,2,150.00%
47214808.1481471300,4,00:06:28,0.00%,$157.38,2,200.00%
67562208.1480965145,4,00:16:32,0.00%,$157.38,2,100.00%
457507347.1481216689,4,00:09:48,0.00%,$157.36,2,300.00%
178603486.1497473724,4,00:05:41,0.00%,$157.34,2,300.00%
200995099.1481289197,2,00:21:41,0.00%,$157.34,2,400.00%
35642626.1472184702,10,00:08:55,20.00%,$157.34,2,100.00%
501351822.1471927985,8,00:08:00,25.00%,$157.34,4,200.00%
59347373.1485786629,2,00:18:54,0.00%,$157.34,2,300.00%
928791867.1489775909,10,00:06:25,60.00%,$157.34,2,100.00%
480998488.1466550832,4,00:10:10,0.00%,$157.30,2,200.00%
782494808.1482595837,4,00:21:15,0.00%,$157.30,2,200.00%
315780996.1498283166,10,00:05:57,0.00%,$157.26,2,120.00%
140845651.1496627194,4,00:09:34,0.00%,$157.02,2,200.00%
206730424.1498239543,10,00:03:23,60.00%,$156.71,2,100.00%
304271776.1481135801,4,00:03:53,0.00%,$156.43,2,200.00%
692228784.1475342728,33,00:04:33,42.42%,$156.31,6,72.73%
695106657.1438211542,6,00:27:07,0.00%,$156.24,2,133.33%
81669873.1501282071,2,00:48:46,0.00%,$156.12,2,300.00%
880810275.1471563687,8,00:13:13,25.00%,$156.06,2,75.00%
668744911.1497748630,8,00:10:33,0.00%,$156.04,2,125.00%
636137310.1489879576,4,00:06:28,0.00%,$155.84,2,250.00%
165123283.1478107273,14,00:05:11,0.00%,$155.82,2,100.00%
214624080.1475094341,16,00:01:30,37.50%,$155.82,2,62.50%
236304938.1487453546,2,01:29:17,0.00%,$155.82,2,400.00%
254223636.1481228310,2,00:06:14,0.00%,$155.82,2,400.00%
269236576.1475896021,6,00:07:18,0.00%,$155.82,2,200.00%
770388145.1492100743,2,00:26:34,0.00%,$155.82,2,400.00%
820139046.1490310721,4,00:03:22,50.00%,$155.82,2,250.00%
957731672.1476134661,2,00:04:40,0.00%,$155.82,2,300.00%
1055344872.1475781240,2,00:10:13,0.00%,$155.74,2,400.00%
1012372839.1470684720,2,00:37:44,0.00%,$155.72,2,300.00%
112537157.1481929661,12,00:07:23,0.00%,$155.70,2,116.67%
161271268.1475934190,18,00:05:29,11.11%,$155.70,2,100.00%
410649308.1476981355,6,00:04:02,66.67%,$155.53,2,133.33%
1016606703.1498863881,2,00:06:48,0.00%,$155.45,2,400.00%
1024608437.1480012018,6,00:03:02,0.00%,$155.45,2,166.67%
1041273557.1492475473,2,00:06:11,0.00%,$155.45,2,400.00%
1046701770.1481849872,4,00:01:40,50.00%,$155.45,2,200.00%
1053441161.1500564606,2,00:06:37,0.00%,$155.45,2,400.00%
1066822432.1480020922,6,00:03:47,0.00%,$155.45,2,133.33%
109780703.1494606132,4,00:06:26,0.00%,$155.45,2,250.00%
1103117426.1499108088,2,00:08:10,0.00%,$155.45,2,300.00%
1103558798.1482109375,2,00:17:34,0.00%,$155.45,2,300.00%
113606476.1480372042,6,00:03:01,0.00%,$155.45,2,133.33%
117566933.1493235940,2,00:13:58,0.00%,$155.45,2,400.00%
124066329.1499541920,4,00:03:10,50.00%,$155.45,2,150.00%
134186095.1495651096,10,00:09:10,20.00%,$155.45,2,120.00%
136609921.1493660728,2,00:03:56,0.00%,$155.45,2,300.00%
137964119.1490120361,2,00:28:27,0.00%,$155.45,2,400.00%
138159697.1492280225,2,00:05:17,0.00%,$155.45,2,400.00%
158952133.1469668651,12,00:02:56,16.67%,$155.45,2,66.67%
165416679.1482196320,8,00:03:57,50.00%,$155.45,2,125.00%
194686308.1487173571,4,00:07:07,0.00%,$155.45,2,150.00%
196180230.1492778122,2,00:11:48,0.00%,$155.45,2,400.00%
204277039.1478132221,16,00:01:18,37.50%,$155.45,2,62.50%
21554739.1493401857,6,00:17:29,33.33%,$155.45,2,133.33%
236426745.1486422303,4,00:01:40,0.00%,$155.45,2,100.00%
238738332.1497298806,2,00:06:07,0.00%,$155.45,2,300.00%
241811151.1484531835,6,00:03:36,0.00%,$155.45,2,100.00%
245394195.1449697876,6,00:03:55,33.33%,$155.45,2,100.00%
246179673.1496672685,2,00:08:36,0.00%,$155.45,2,300.00%
25646691.1481308931,4,00:03:04,0.00%,$155.45,2,250.00%
273599292.1482947514,4,00:07:56,0.00%,$155.45,2,200.00%
27413755.1480348148,2,00:03:32,0.00%,$155.45,2,400.00%
279760637.1487878359,2,00:33:30,0.00%,$155.45,2,300.00%
293735215.1481251618,2,00:04:17,0.00%,$155.45,2,400.00%
298450364.1479543844,4,00:02:46,0.00%,$155.45,2,200.00%
299734134.1481575670,10,00:01:11,40.00%,$155.45,2,60.00%
345986082.1485819861,6,00:12:08,0.00%,$155.45,2,300.00%
348651587.1488685932,2,00:07:26,0.00%,$155.45,2,300.00%
352031587.1479943173,4,00:03:57,0.00%,$155.45,2,250.00%
352786891.1501094475,2,00:03:15,0.00%,$155.45,2,300.00%
356840854.1498935692,6,00:02:51,0.00%,$155.45,2,100.00%
364744069.1489980944,6,00:13:13,0.00%,$155.45,2,166.67%
368293393.1499380264,4,00:02:28,0.00%,$155.45,2,150.00%
370846511.1494169949,6,00:07:18,33.33%,$155.45,2,133.33%
383414879.1481093036,24,00:03:59,8.33%,$155.45,2,58.33%
421944390.1496201918,4,00:01:55,0.00%,$155.45,2,150.00%
423459240.1489805543,2,00:03:36,0.00%,$155.45,2,300.00%
436334686.1485397200,2,00:08:18,0.00%,$155.45,2,400.00%
436601005.1477906030,2,00:12:34,0.00%,$155.45,2,500.00%
454624630.1480804541,4,00:08:55,0.00%,$155.45,2,250.00%
470269210.1483465891,8,00:00:56,25.00%,$155.45,2,75.00%
470454957.1450234905,6,00:09:55,0.00%,$155.45,2,200.00%
471396052.1479264089,2,00:05:09,0.00%,$155.45,2,200.00%
472119652.1481225365,6,00:02:23,33.33%,$155.45,2,100.00%
472985426.1483553312,4,00:01:33,50.00%,$155.45,2,150.00%
47705010.1471955260,6,00:06:59,33.33%,$155.45,2,166.67%
479240638.1500195932,6,00:07:31,33.33%,$155.45,2,100.00%
485378298.1485532858,2,00:02:50,0.00%,$155.45,2,400.00%
490255654.1482852746,2,00:05:02,0.00%,$155.45,2,200.00%
504109644.1501033913,2,00:06:10,0.00%,$155.45,2,400.00%
517654185.1485022649,6,00:15:30,33.33%,$155.45,2,166.67%
537974162.1494879647,2,00:03:44,0.00%,$155.45,2,300.00%
543648597.1500311632,2,00:03:17,0.00%,$155.45,2,300.00%
560640495.1485161151,39,00:01:23,76.92%,$155.45,2,25.64%
567130279.1480174620,2,00:03:19,0.00%,$155.45,2,300.00%
57704139.1479088282,2,00:06:16,0.00%,$155.45,2,300.00%
578129227.1483463314,8,00:03:19,25.00%,$155.45,2,100.00%
586924278.1496517667,2,00:26:29,0.00%,$155.45,2,400.00%
589789447.1490588113,8,00:14:31,25.00%,$155.45,2,75.00%
627255853.1490595800,6,00:10:14,33.33%,$155.45,2,200.00%
629762258.1488182313,4,00:00:46,0.00%,$155.45,2,100.00%
633833566.1493077954,4,00:01:58,0.00%,$155.45,2,150.00%
641821125.1478073870,6,00:03:58,0.00%,$155.45,2,133.33%
641941270.1487230075,2,00:11:30,0.00%,$155.45,2,400.00%
652994995.1480873128,2,00:09:32,0.00%,$155.45,2,500.00%
653166373.1497029949,2,00:04:31,0.00%,$155.45,2,300.00%
654773575.1495027466,4,00:05:47,0.00%,$155.45,2,200.00%
65852559.1500417748,2,00:30:45,0.00%,$155.45,2,500.00%
659963519.1491697214,2,00:25:55,0.00%,$155.45,2,400.00%
664944185.1498776239,8,00:01:15,0.00%,$155.45,2,50.00%
678945480.1482721126,8,00:03:10,0.00%,$155.45,2,175.00%
690243409.1486016589,2,00:09:54,0.00%,$155.45,2,300.00%
691162362.1501139438,4,00:06:32,50.00%,$155.45,2,200.00%
698915349.1497412755,14,00:03:24,28.57%,$155.45,2,71.43%
713792743.1485209442,4,00:03:17,50.00%,$155.45,2,200.00%
72815119.1478832369,2,00:06:34,0.00%,$155.45,2,500.00%
730566834.1492519347,2,00:16:39,0.00%,$155.45,2,400.00%
732068603.1500514744,4,00:03:17,0.00%,$155.45,2,250.00%
758809616.1481127094,6,00:05:52,33.33%,$155.45,2,233.33%
76936812.1482875439,10,00:02:46,20.00%,$155.45,2,80.00%
771888887.1497919236,10,00:09:57,0.00%,$155.45,2,100.00%
780132140.1485749054,2,00:13:49,0.00%,$155.45,2,400.00%
79563617.1493699503,24,00:04:13,16.67%,$155.45,2,91.67%
796873869.1497289532,2,00:21:05,0.00%,$155.45,2,300.00%
803091919.1482348443,2,00:04:02,0.00%,$155.45,2,400.00%
806393783.1483947494,10,00:04:17,0.00%,$155.45,2,60.00%
830712701.1494090589,2,00:04:02,0.00%,$155.45,2,300.00%
840825398.1501515996,4,00:02:56,50.00%,$155.45,2,200.00%
853251847.1478202355,6,00:03:40,0.00%,$155.45,2,133.33%
854225952.1481227867,16,00:03:17,12.50%,$155.45,2,75.00%
860866294.1482696729,4,00:14:53,0.00%,$155.45,2,250.00%
866893890.1492010223,4,00:05:38,0.00%,$155.45,2,200.00%
89355111.1496856950,2,00:08:54,0.00%,$155.45,2,400.00%
895379492.1480790297,2,00:10:31,0.00%,$155.45,2,500.00%
908740835.1494585588,2,00:02:42,0.00%,$155.45,2,300.00%
908865479.1487184024,8,00:02:10,0.00%,$155.45,2,100.00%
94586254.1476480094,4,00:04:32,0.00%,$155.45,2,200.00%
955915736.1484002946,4,00:04:27,0.00%,$155.45,2,150.00%
956258065.1496339369,12,00:04:57,0.00%,$155.45,2,116.67%
437666465.1474912765,28,00:09:59,7.14%,$155.41,2,35.71%
885334825.1471461238,8,00:23:56,0.00%,$155.39,2,225.00%
411579396.1500870189,6,00:03:17,33.33%,$155.35,2,133.33%
601771289.1477275045,6,00:13:02,66.67%,$155.35,2,133.33%
292106278.1493406239,10,00:05:13,20.00%,$155.11,4,180.00%
292875728.1473194288,4,00:07:55,0.00%,$155.03,2,150.00%
220028318.1498783716,12,00:10:45,0.00%,$154.88,2,100.00%
574309161.1473712565,4,00:22:24,0.00%,$154.72,6,200.00%
524906573.1493490434,4,00:27:30,0.00%,$154.48,2,300.00%
322105926.1470587668,2,00:06:23,0.00%,$154.41,2,300.00%
342341812.1481681254,6,00:04:49,33.33%,$154.25,2,166.67%
291665696.1492539299,2,00:03:43,0.00%,$154.23,2,400.00%
116904587.1455725213,10,00:07:26,0.00%,$154.17,2,100.00%
292850613.1480346074,2,00:24:24,0.00%,$154.17,2,400.00%
517547962.1494557979,8,00:05:31,0.00%,$154.13,2,125.00%
